id	emotion
3133_0064_A_1086	0.032428398728370667,0.004282807465642691,0.043165381997823715,0.04215361177921295,0.7068595886230469,2.2752578258514404
3133_0064_A_1087	0.4236687421798706,0.025178465992212296,0.040242843329906464,0.026270974427461624,0.2516213059425354,2.2509965896606445
3133_0064_A_1088	1.3484857082366943,0.10172966122627258,0.05825641006231308,0.015499002300202847,0.28191208839416504,0.4967834949493408
3133_0064_A_1089	0.019220177084207535,0.06237734854221344,0.5703716278076172,0.20985865592956543,0.27297088503837585,0.1444423645734787
3133_0064_A_1090	0.013127518817782402,0.0033456929959356785,0.03075365535914898,0.04724748432636261,0.5716021060943604,0.3220827579498291
3133_0064_A_1091	0.015519543550908566,0.002606474794447422,0.03245055675506592,0.20462223887443542,0.3639879524707794,0.6809719204902649
3133_0064_A_1092	0.007598962634801865,0.003479345701634884,0.010772747918963432,0.23730450868606567,0.16653978824615479,0.13606975972652435
3133_0064_A_1093	0.2193700671195984,0.0912468209862709,0.0037423528265208006,0.03727174550294876,0.03272801637649536,0.3570602834224701
3133_0064_A_1094	0.0400872603058815,0.010066410526633263,0.019568925723433495,0.019772179424762726,0.030643023550510406,0.35416626930236816
3133_0064_A_1095	0.008314474485814571,0.0031931705307215452,0.11816047132015228,0.06332376599311829,0.22343036532402039,0.3107137978076935
3133_0064_A_1096	0.007123200222849846,0.0021834634244441986,0.18878880143165588,0.062218837440013885,0.19977955520153046,0.3302750587463379
3133_0064_A_1097	0.00676901638507843,0.0017189582576975226,0.13105177879333496,0.043592825531959534,0.17255538702011108,0.341060072183609
3133_0064_A_1098	0.0026111097540706396,0.03148016333580017,0.004837990738451481,0.0679524838924408,0.016150852665305138,0.006016478408128023
3133_0064_A_1099	0.018030988052487373,0.004520307295024395,0.02580523118376732,0.08495545387268066,0.7764930725097656,0.243452787399292
3133_0064_A_1100	0.006371550261974335,0.002786023775115609,0.007455889135599136,0.028681043535470963,0.08602790534496307,0.11808623373508453
3133_0064_A_1101	0.06396886706352234,0.07471965253353119,0.025557510554790497,0.17353183031082153,0.016060808673501015,0.4232112765312195
3133_0064_A_1102	0.011576945893466473,0.008076487109065056,0.053313247859478,1.6642961502075195,0.1440565437078476,0.3631156086921692
3133_0064_A_1103	0.010052039287984371,0.004715915769338608,0.024422336369752884,1.6648929119110107,0.0831921249628067,0.31951308250427246
3133_0064_A_1104	0.03872232139110565,0.020145464688539505,0.05221812427043915,0.09399820864200592,0.4474867880344391,2.855337381362915
3133_0064_A_1105	0.015345044434070587,0.0056375241838395596,0.0538724884390831,0.36893370747566223,0.5360704660415649,0.1438176929950714
3133_0064_A_1106	0.011963486671447754,0.0008925468428060412,0.0406750850379467,0.18257202208042145,0.36156970262527466,1.0270342826843262
3133_0064_A_1107	0.010061005130410194,0.0035210256464779377,0.019507521763443947,0.2134731411933899,0.08867799490690231,1.0723297595977783
3133_0064_A_1108	0.045373402535915375,0.011962532065808773,0.08251649141311646,0.22675976157188416,1.4916704893112183,1.1955960988998413
3133_0064_A_1109	0.03791913017630577,0.002387063577771187,0.039345964789390564,0.03848376125097275,0.6405909061431885,0.9245586395263672
3133_0064_A_1110	0.021823635324835777,0.002114207949489355,0.025810254737734795,0.06274135410785675,0.5343512296676636,0.8822745680809021
3133_0064_A_1111	0.25387150049209595,0.053744908422231674,0.03716866299510002,0.008223134092986584,0.02134108729660511,0.28888994455337524
3133_0064_A_1112	0.36051565408706665,0.0711635947227478,0.07711333781480789,0.010354949161410332,0.05014307051897049,0.4934391379356384
3133_0064_A_1113	0.7918526530265808,0.04212743788957596,0.04439016431570053,0.006929009221494198,0.019820716232061386,0.24179530143737793
3133_0064_A_1114	0.34496253728866577,0.17784270644187927,0.010785526596009731,0.004481928423047066,0.02219020202755928,0.06620319187641144
34071_0003_A_6	0.02866825833916664,0.030551237985491753,0.0151581522077322,0.011030029505491257,0.0639592707157135,0.042179837822914124
34071_0003_A_7	0.024100027978420258,0.02105204574763775,0.014415048994123936,0.01072428934276104,0.0563991516828537,0.0435003899037838
34071_0003_A_8	0.028803110122680664,0.027288630604743958,0.0110308937728405,0.008710319176316261,0.042137835174798965,0.03668992221355438
34071_0005_A_11	0.013398522511124611,0.0025926954112946987,0.11563460528850555,0.07064931094646454,0.9178929328918457,0.7648816108703613
34071_0005_A_12	0.013029823079705238,0.002316479803994298,0.11695645749568939,0.07105258107185364,0.8442380428314209,0.6306561231613159
34071_0005_A_13	0.009912488982081413,0.0018627939280122519,0.1159183457493782,0.05611821636557579,0.6641885638237,0.5845136642456055
34071_0006_A_16	0.029519546777009964,0.014601996168494225,0.03653498739004135,1.0472034215927124,0.23504450917243958,0.23263022303581238
34071_0007_A_18	0.07655642926692963,0.0033780140802264214,0.17868560552597046,0.03265777975320816,0.11002267152070999,1.5474820137023926
34071_0007_A_22	0.018266746774315834,0.010666584596037865,0.014154522679746151,0.30269670486450195,0.1487640142440796,0.27845412492752075
34071_0007_A_23	0.007790924981236458,0.006530877202749252,1.3888604640960693,0.04850904643535614,0.5148749351501465,0.23234304785728455
34071_0007_A_24	0.009475979954004288,0.007290670648217201,1.6371474266052246,0.048572443425655365,0.5686291456222534,0.17820148169994354
34071_0007_A_25	0.020271198824048042,0.007225494831800461,0.04462665319442749,0.10326798260211945,0.20565146207809448,0.6103897094726562
34071_0007_A_26	0.123984694480896,0.017928332090377808,0.024705955758690834,2.2101006507873535,0.179569274187088,1.1567612886428833
34071_0007_A_27	0.009570522233843803,0.004267653916031122,0.008926328271627426,0.6203517913818359,0.13296009600162506,0.5620551109313965
34071_0007_A_28	0.007302458398044109,0.004284300375729799,0.005752637516707182,1.4029271602630615,0.11219261586666107,0.3599347174167633
34071_0007_A_29	0.019460419192910194,0.003542993450537324,0.05384935811161995,0.06275437772274017,0.07994130253791809,0.244299054145813
34071_0007_A_30	0.00640082499012351,0.0033344868570566177,0.018489109352231026,0.9600331783294678,0.1465250849723816,0.7256997227668762
34071_0007_A_31	0.011089290492236614,0.0056183007545769215,0.01517927460372448,1.8896737098693848,0.0906679704785347,0.38838791847229004
34071_0007_A_32	0.05531774461269379,0.01630215346813202,0.02811480313539505,0.5442447662353516,0.16073212027549744,0.15244166553020477
34071_0007_A_33	0.046708956360816956,0.012720719911158085,0.04303573817014694,0.12763774394989014,0.036329880356788635,2.384831190109253
34071_0007_A_34	0.032667115330696106,0.012011314742267132,0.03429549187421799,0.509717583656311,0.0416250079870224,2.326908826828003
34071_0007_A_35	0.00580452848225832,0.005929621867835522,0.8338589668273926,0.019985690712928772,0.6627894639968872,0.045229993760585785
34071_0007_A_36	0.004968319088220596,0.005169751588255167,0.909633457660675,0.016920525580644608,0.7716559171676636,0.05337933450937271
34071_0008_A_37	0.02060294896364212,0.02283882535994053,0.1491328477859497,0.43551361560821533,0.17678064107894897,1.90920889377594
34071_0009_A_45	0.01645578444004059,0.006459651980549097,0.015346851199865341,0.5014456510543823,0.4003944993019104,0.6542611718177795
34071_0009_A_40	0.04080694168806076,0.00532547477632761,0.005366366356611252,0.009613553062081337,0.06627699732780457,0.13428884744644165
34071_0009_A_43	0.1253606677055359,0.010416153818368912,0.0207586158066988,0.01066062692552805,0.48010778427124023,0.20630116760730743
34071_0009_A_48	0.0225253663957119,0.013488829135894775,0.0021304450929164886,0.011224476620554924,0.007589596789330244,0.008639015257358551
34071_0009_A_50	0.004215103108435869,0.004932848270982504,0.00957061443477869,0.04631243646144867,0.07715663313865662,0.15395665168762207
34071_0009_A_51	0.006731008179485798,0.011340787634253502,0.008588382042944431,0.01974083110690117,0.032646000385284424,0.01628522388637066
34071_0009_A_53	0.07356274873018265,0.03623674437403679,0.00859008077532053,0.005971870385110378,0.0672706738114357,0.18503281474113464
34071_0009_A_54	0.08048241585493088,0.028579534962773323,0.02135627716779709,0.011099763214588165,0.07447053492069244,0.2436104714870453
34071_0010_A_55	0.11248834431171417,0.02472609467804432,0.0014169173082336783,0.008938999846577644,0.009515357203781605,0.07437805086374283
34071_0010_A_56	0.011282769963145256,0.03772694617509842,0.15895971655845642,0.017013322561979294,0.020507115870714188,0.04011689871549606
34071_0010_A_58	0.027225986123085022,0.013828394003212452,0.005881733726710081,0.12722943723201752,0.007304663769900799,0.33575084805488586
34071_0011_A_61	0.016532909125089645,0.008991322480142117,0.06805169582366943,0.35827675461769104,0.2912745475769043,0.3338891863822937
34071_0011_A_63	0.09026157855987549,0.0081253033131361,0.012790683656930923,0.041584160178899765,0.8714877963066101,0.5885783433914185
34071_0011_A_65	0.052368663251399994,0.0451183021068573,0.03470269963145256,0.13556499779224396,0.4766636788845062,0.6108388304710388
34071_0012_A_66	0.00878970604389906,0.004725350067019463,0.13231199979782104,0.020700758323073387,0.37409359216690063,0.03414202481508255
34071_0012_A_68	0.05827035754919052,0.014289069920778275,0.013788127340376377,0.015688087791204453,0.015421788208186626,0.13376644253730774
34071_0014_A_73	0.0038310601375997066,0.002438427647575736,0.033017516136169434,0.06220567971467972,0.3271465599536896,0.09763701260089874
34071_0015_A_74	0.007663394324481487,0.0022040503099560738,0.020882969722151756,0.13302332162857056,0.10849614441394806,0.2158094197511673
34071_0015_A_75	0.00584175530821085,0.002150527434423566,0.011294964700937271,0.029120150953531265,0.10952964425086975,0.1291436403989792
34071_0015_A_76	0.30370014905929565,0.1909400224685669,0.013544471934437752,0.13193850219249725,0.06329930573701859,0.016860995441675186
34071_0013_A_70	0.038382090628147125,0.017220547422766685,0.0068868910893797874,0.009954297915101051,0.04372989758849144,0.14588139951229095
34071_0015_A_77	0.027455151081085205,0.010425487533211708,0.05726082623004913,0.0685836672782898,0.14280986785888672,0.23318146169185638
34071_0015_A_78	0.0345686711370945,0.03135938569903374,0.08996671438217163,0.021960891783237457,0.14833557605743408,0.12288999557495117
34071_0015_A_79	0.016879571601748466,0.013824064284563065,0.03866016864776611,0.02665271982550621,0.09761513769626617,0.02400663122534752
34071_0015_A_80	0.04525893181562424,0.0070107728242874146,0.05585401877760887,0.15382881462574005,0.7197803258895874,2.198032855987549
34071_0015_A_81	0.057670969516038895,0.04459168016910553,0.016817480325698853,0.016899583861231804,0.06109503284096718,0.989983081817627
34071_0015_A_82	0.01477888785302639,0.02049127221107483,0.07119331508874893,1.9262655973434448,0.05268141254782677,0.17702531814575195
34071_0015_A_83	0.02555052563548088,0.011821573600172997,0.1638336479663849,0.09737294912338257,0.3267704248428345,0.04711223393678665
34071_0015_A_84	0.07793696224689484,0.021598616614937782,0.012690315023064613,0.11677674204111099,0.027110829949378967,0.2987366020679474
34071_0015_A_86	0.040861181914806366,0.03279995918273926,0.23559322953224182,0.047180939465761185,0.9278233051300049,0.10635682940483093
34071_0015_A_87	0.015843475237488747,0.001167254988104105,0.0202533770352602,0.264810174703598,0.5198783278465271,1.3987035751342773
34071_0015_A_88	0.01575741544365883,0.004594419617205858,0.03845881298184395,1.0405323505401611,0.18892697989940643,0.4180559515953064
34071_0015_A_89	0.038936421275138855,0.02256469428539276,0.5194106101989746,0.17210879921913147,0.8280099630355835,2.2852962017059326
34071_0015_A_92	0.03181777894496918,0.011325718834996223,0.20189329981803894,0.04222068935632706,1.5513954162597656,0.26676273345947266
34071_0016_A_95	0.003793919924646616,0.014439161866903305,0.0037974342703819275,0.004726844374090433,0.02943309210240841,0.020674502477049828
34071_0016_A_96	0.031037844717502594,0.00892684981226921,0.14922064542770386,0.05092087760567665,0.19587987661361694,1.0532175302505493
34071_0016_A_97	0.02734314277768135,0.006957587786018848,0.26184070110321045,0.03841663524508476,0.35742121934890747,0.4100342392921448
34071_0016_A_98	0.00792274996638298,0.031101549044251442,0.2020956575870514,0.4237540662288666,0.043582480400800705,0.06288301199674606
34071_0016_A_99	0.017719073221087456,0.0322294682264328,0.02914193831384182,0.02702772617340088,0.06299759447574615,0.3060077726840973
34071_0016_A_100	0.09594029188156128,0.7079760432243347,0.02535121515393257,0.013565080240368843,0.008333667181432247,0.05363471060991287
34071_0016_A_101	0.005353288725018501,0.015319813042879105,0.6513180732727051,0.14864099025726318,0.08182080090045929,0.17968398332595825
34071_0016_A_102	0.007665075361728668,0.011210594326257706,0.010283894836902618,0.0028265079017728567,0.17280471324920654,0.007228671573102474
34071_0016_A_103	0.008662327192723751,0.007211196236312389,0.023768479004502296,0.041556987911462784,0.316925972700119,0.24729570746421814
34071_0016_A_104	0.006948266644030809,0.00615255581215024,0.10289759933948517,0.11202876269817352,0.11751546710729599,0.09723588824272156
34071_0016_A_105	0.006420606281608343,0.002659769030287862,0.08561612665653229,0.0433785617351532,0.10424351692199707,0.10620476305484772
34071_0016_A_106	0.00888026226311922,0.02666482888162136,0.4275450110435486,0.0532890260219574,0.046082623302936554,0.036627624183893204
34071_0016_A_108	0.010607810690999031,0.06737387925386429,0.748590886592865,0.4218282103538513,0.07903194427490234,0.08434723317623138
34071_0016_A_109	0.009197392500936985,0.007106334902346134,0.18172398209571838,0.03372926265001297,0.7904067635536194,0.06708167493343353
34071_0016_A_110	0.008195650763809681,0.00984120462089777,0.1124955266714096,0.024973997846245766,1.9743894338607788,0.05702280253171921
34071_0016_A_111	0.02262912504374981,0.011751469224691391,0.003324358258396387,0.5005396008491516,0.0374024473130703,0.2298571765422821
34071_0016_A_112	0.011564651504158974,0.014276759698987007,0.16030609607696533,0.03545733541250229,0.6847551465034485,0.1537545919418335
34071_0016_A_113	0.033021844923496246,0.012341268360614777,0.05207209289073944,0.052230872213840485,0.2853328287601471,0.04380522668361664
34071_0016_A_114	0.14775407314300537,0.26245567202568054,0.11130563914775848,0.008878780528903008,0.05165945738554001,0.11275892704725266
34071_0016_A_115	0.009371787309646606,0.005416886880993843,0.13533705472946167,0.22829854488372803,0.6765499711036682,0.2035035341978073
34071_0016_A_116	0.17623430490493774,0.24402473866939545,0.004347245208919048,0.02304893359541893,0.005532281007617712,0.1305261254310608
34071_0016_A_117	0.01459929347038269,0.0054858289659023285,0.018171411007642746,0.03293849900364876,0.06419362127780914,0.06931076943874359
34071_0016_A_118	0.054758220911026,0.017813993617892265,0.009902860037982464,0.08999907970428467,0.22737456858158112,0.16679300367832184
34071_0016_A_119	0.008623871952295303,0.019478820264339447,0.4090278446674347,0.07689547538757324,0.10384443402290344,0.04958280920982361
34071_0016_A_120	0.0060569606721401215,0.0038563022390007973,0.13013407588005066,0.061949942260980606,0.08098165690898895,0.041642628610134125
34071_0016_A_121	0.012921527959406376,0.014016194269061089,0.17813697457313538,0.11397786438465118,0.8412321209907532,0.10136767476797104
34071_0016_A_122	0.009966909885406494,0.003354392247274518,0.05720101296901703,0.04767145961523056,0.28258758783340454,0.0902126356959343
34071_0016_A_123	0.006768365390598774,0.039868272840976715,0.021704422309994698,0.734542965888977,0.02790503203868866,0.6094070076942444
34071_0017_A_125	0.007974226959049702,0.0027032699435949326,0.03345053642988205,0.0316806435585022,0.25072330236434937,0.07028283178806305
34071_0019_A_128	0.019977949559688568,0.013836219906806946,0.020417651161551476,0.01673235557973385,0.06817492842674255,0.13131770491600037
34071_0020_A_130	0.007046100217849016,0.005187694914638996,0.228759765625,0.026312950998544693,0.12798792123794556,0.021758051589131355
34071_0016_A_124	0.02036803960800171,0.02704462967813015,0.008493367582559586,0.1597282886505127,0.05032035708427429,0.41911187767982483
34071_0017_A_126	0.02324790321290493,0.024274185299873352,0.01191444881260395,0.04483603313565254,0.022655818611383438,0.2782807946205139
34071_0018_A_127	0.006473303772509098,0.019506357610225677,0.004792388528585434,0.021832531318068504,0.018593255430459976,0.06999902427196503
34071_0020_A_131	0.008470162749290466,0.003542497521266341,0.19853562116622925,0.018786484375596046,0.07001234591007233,0.019433021545410156
34071_0020_A_133	0.030817657709121704,0.018822092562913895,0.11066689342260361,0.2567339837551117,0.593646228313446,1.2797558307647705
34071_0020_A_134	0.008487869054079056,0.060250379145145416,0.007142276503145695,0.013518900610506535,0.016978107392787933,0.13860759139060974
34071_0020_A_135	0.005050193052738905,0.01805555820465088,0.8004988431930542,0.017690658569335938,0.08209608495235443,0.05000726878643036
34071_0020_A_136	0.002339570317417383,0.005744025111198425,0.1390809714794159,0.02487298473715782,0.03984934464097023,0.07965102046728134
34071_0020_A_137	0.007346908561885357,0.007434849627315998,0.10754676908254623,0.08307771384716034,0.03611418232321739,0.03111063688993454
34071_0020_A_138	0.005881851073354483,0.020574919879436493,0.11271229386329651,0.04757406562566757,0.02213180996477604,0.014289985410869122
34071_0020_A_139	0.006396221928298473,0.011771485209465027,0.012037120759487152,0.05586179718375206,0.09368255734443665,0.2605568766593933
34071_0020_A_140	0.004381176084280014,0.024125996977090836,0.06612062454223633,0.1329333782196045,0.07188551872968674,0.12095260620117188
34071_0020_A_132	0.007229258771985769,0.1463901698589325,0.06385603547096252,0.022650577127933502,0.041036996990442276,0.047801289707422256
34071_0020_A_142	0.05367257818579674,0.05098565295338631,0.006131538189947605,0.02434353530406952,0.021172581240534782,0.10091672837734222
34071_0020_A_143	0.04129447042942047,0.005499985534697771,0.03887118399143219,0.04144436493515968,0.30633145570755005,0.6521257758140564
34071_0020_A_144	0.02338135614991188,0.012043428607285023,0.03683432564139366,0.039406292140483856,0.06685914844274521,0.7625553607940674
34071_0020_A_145	0.007790814153850079,0.025002770125865936,0.3998427093029022,0.07620840519666672,0.03378402441740036,0.04532255232334137
34071_0020_A_146	0.016439000144600868,0.04431034252047539,0.9536077976226807,0.027322685346007347,1.8674771785736084,0.16122759878635406
34071_0020_A_147	0.05127481743693352,0.026469608768820763,0.018315058201551437,0.04498641937971115,0.03331300988793373,0.14625637233257294
34071_0020_A_148	0.027308698743581772,0.07859191298484802,0.06998259574174881,0.012410192750394344,0.16176459193229675,0.6415870189666748
34071_0020_A_149	0.0110571114346385,0.040560998022556305,0.028917327523231506,0.011928071267902851,0.0869697704911232,0.5383073091506958
34071_0021_A_151	0.012818047776818275,0.006590401288121939,0.020736726000905037,0.03463631123304367,0.024142256006598473,0.37286409735679626
34071_0021_A_153	0.06741179525852203,0.08044092357158661,0.062239911407232285,0.02474052831530571,0.24457666277885437,0.202874094247818
34071_0021_A_154	0.03211057186126709,0.14605847001075745,0.03125210851430893,0.05603242665529251,0.0848754420876503,0.10813233256340027
34071_0021_A_155	0.5229933261871338,0.4230492115020752,0.0107076745480299,0.03307352960109711,0.015946511179208755,0.3941621482372284
34071_0021_A_156	0.03971324861049652,0.028278853744268417,0.0035028106067329645,0.03302829712629318,0.032668255269527435,0.12612786889076233
34071_0021_A_157	0.02517559751868248,0.06147601827979088,0.21968567371368408,0.012975197285413742,0.36422115564346313,0.05215826630592346
34071_0021_A_158	0.012121696025133133,0.016863971948623657,0.07569029927253723,0.02455282211303711,0.058844193816185,0.13310159742832184
34071_0021_A_159	0.6199138164520264,0.5292031168937683,0.01663752645254135,0.010687876492738724,0.012327738106250763,0.12266258150339127
34071_0022_A_161	0.019632389768958092,0.008288790471851826,0.0030728636775165796,0.004289235919713974,0.015462035313248634,0.07164011150598526
34071_0022_A_162	0.017854994162917137,0.009323864243924618,0.003692071419209242,0.0032593540381640196,0.010332904756069183,0.09481053054332733
34071_0022_A_163	0.012629397213459015,0.06436362862586975,0.3582872748374939,0.11150537431240082,0.02027454972267151,0.1532173603773117
34071_0022_A_165	0.009419836103916168,0.017765766009688377,0.02754541113972664,0.029484612867236137,0.02091413177549839,0.10050150007009506
34071_0022_A_166	0.002504991600289941,0.005209444090723991,0.015642113983631134,0.006944512948393822,0.025034215301275253,0.03661894425749779
34071_0022_A_167	0.0034451079554855824,0.013086574152112007,0.006759158335626125,0.003798692487180233,0.019317619502544403,0.017277756705880165
34071_0022_A_168	0.007922934368252754,0.01157132163643837,0.12334775924682617,0.04931521415710449,0.020819276571273804,0.03010465018451214
34071_0022_A_169	0.02188376896083355,0.24955233931541443,0.004340372048318386,0.07710324972867966,0.015893995761871338,0.04146590828895569
34071_0022_A_170	0.003626542165875435,0.005106394644826651,0.45989376306533813,0.03841760754585266,0.07528738677501678,0.08432702720165253
34071_0022_A_171	0.0034956675954163074,0.005544348619878292,0.43057161569595337,0.038153499364852905,0.063633993268013,0.08030509203672409
34071_0022_A_172	0.001553880050778389,0.009783712215721607,0.13127894699573517,0.02971585839986801,0.036461807787418365,0.04210517555475235
34071_0022_A_173	0.006613973528146744,0.052191708236932755,0.005749141797423363,0.13553974032402039,0.0667630285024643,0.14757128059864044
34071_0022_A_174	0.134521484375,1.1699904203414917,0.014298485592007637,0.07766143232584,0.007978472858667374,0.08417744934558868
34071_0022_A_177	0.009706399403512478,0.07428409904241562,0.031023584306240082,0.043661996722221375,0.028938937932252884,0.05033652484416962
34071_0022_A_175	0.011187206953763962,0.038543082773685455,0.005954749882221222,0.0830155611038208,0.04684347286820412,0.03623224049806595
34071_0022_A_176	0.054563507437705994,0.21089927852153778,0.026799609884619713,0.07215416431427002,0.02747727558016777,0.10278649628162384
34071_0022_A_178	0.016387270763516426,0.027022451162338257,0.04775942489504814,0.916135847568512,0.04042975604534149,0.16113153100013733
34071_0022_A_179	0.025859415531158447,0.1114073246717453,0.01336410641670227,0.0945339947938919,0.041033484041690826,0.0588555671274662
34071_0022_A_180	0.014537414535880089,0.02516128122806549,2.2227282524108887,0.021380821242928505,0.05663813650608063,0.1255873441696167
34071_0022_A_181	0.013744844123721123,0.022407878190279007,2.2841243743896484,0.02357025258243084,0.05556335672736168,0.13009683787822723
34071_0022_A_183	0.03078528493642807,0.08346287906169891,0.007182093802839518,0.09038552641868591,0.009515877813100815,0.29187166690826416
34071_0023_A_185	0.009258512407541275,0.00418125931173563,0.02184442989528179,0.07952842116355896,0.7219724655151367,0.04406433925032616
34071_0023_A_186	0.013803593814373016,0.003471695352345705,0.017675181850790977,0.0829518660902977,0.7043063640594482,0.06719747930765152
34071_0023_A_187	0.01748809404671192,0.018324200063943863,0.003558406373485923,0.0813651904463768,0.052619900554418564,0.12465800344944
34071_0023_A_188	0.01675209030508995,0.0962623655796051,0.008826406672596931,0.011840837076306343,0.01219160482287407,0.053159646689891815
34071_0023_A_189	0.00604427233338356,0.02699747309088707,0.027891799807548523,0.05795411765575409,0.08565691113471985,0.16098719835281372
34071_0023_A_190	0.0067960238084197044,0.04247283190488815,0.07408524304628372,0.15694107115268707,0.033916033804416656,0.1001264899969101
34071_0023_A_191	0.03997741639614105,0.06598129123449326,0.015835758298635483,0.01390826515853405,0.01810416951775551,0.27672332525253296
34071_0023_A_192	0.006731754168868065,0.053911250084638596,0.3888946771621704,0.10340547561645508,0.0775226503610611,0.16203100979328156
34071_0023_A_193	0.06162691488862038,0.05496090650558472,0.1133318543434143,0.03722464665770531,0.12042713910341263,0.6348270773887634
34071_0023_A_194	0.0069399187341332436,0.05373980849981308,0.2255791425704956,0.3038214445114136,0.8032013177871704,0.04158146306872368
34071_0023_A_195	0.011414865031838417,0.06581603735685349,0.7189387679100037,0.10566680878400803,0.1881609857082367,0.04031822457909584
34071_0023_A_196	0.02117243967950344,0.04597660154104233,0.1165275126695633,0.0559520423412323,0.18447983264923096,0.06134244054555893
34071_0023_A_197	0.1265878677368164,0.024338334798812866,0.03211314603686333,0.5858596563339233,0.812685489654541,0.19415853917598724
34071_0023_A_198	0.01177953276783228,0.03421662375330925,0.35999634861946106,0.5229862928390503,0.9781631827354431,0.11755592375993729
34071_0023_A_199	0.009514665231108665,0.014547532424330711,0.07073215395212173,0.33268624544143677,0.6399924755096436,0.09599170088768005
34071_0023_A_200	0.007269065827131271,0.011880308389663696,0.19641780853271484,0.10769777745008469,2.0508615970611572,0.13158154487609863
34071_0023_A_201	0.09978607296943665,0.04603399708867073,0.06097065657377243,0.3918118178844452,0.9411424398422241,0.3789300322532654
34071_0023_A_202	0.016244657337665558,0.014305036514997482,0.010485295206308365,0.10922114551067352,0.12094034254550934,0.08747636526823044
34071_0023_A_203	0.006599246524274349,0.007659066002815962,0.008233288303017616,0.07280442118644714,0.11976329237222672,0.1173667386174202
34071_0023_A_204	0.6890990734100342,0.04909113794565201,0.008830851875245571,0.22357209026813507,0.5008761882781982,0.44130754470825195
34071_0023_A_205	0.02263817749917507,0.00711891520768404,0.057582251727581024,0.04888172447681427,0.04534831643104553,0.4959360659122467
34071_0023_A_206	0.10447096824645996,0.037293512374162674,0.043944668024778366,0.1442262977361679,0.7392475008964539,0.1503112018108368
34071_0023_A_207	0.06153460219502449,0.01727626658976078,0.017052924260497093,0.1674237847328186,0.1583041250705719,0.9879196286201477
34071_0023_A_208	0.05738569796085358,0.04744012653827667,0.2305464744567871,0.1445131152868271,1.5137913227081299,0.5718575716018677
34071_0023_A_209	0.011987999081611633,0.022704966366291046,1.2495737075805664,0.22862058877944946,0.5191748142242432,0.05082982778549194
34071_0023_A_213	0.02239168807864189,0.020805398002266884,0.0047989413142204285,0.008519796654582024,0.023417090997099876,0.048160798847675323
34071_0023_A_214	0.021063461899757385,0.021507488563656807,0.006740805692970753,0.00677879061549902,0.028264522552490234,0.09162330627441406
34071_0023_A_210	0.008170380257070065,0.007767826784402132,0.8762102723121643,0.1047755554318428,0.35796433687210083,0.053797438740730286
34071_0023_A_215	0.014501869678497314,0.008170155808329582,0.003699719673022628,0.007574158720672131,0.031842704862356186,0.06941290199756622
34071_0023_A_216	0.008478780277073383,0.06270281970500946,0.6000386476516724,0.4038831889629364,0.02332986146211624,0.027858838438987732
34071_0023_A_217	0.0161475520581007,0.1347910314798355,0.4144657552242279,0.16373398900032043,0.012678233906626701,0.046754151582717896
34071_0023_A_218	0.011389583349227905,0.008825529366731644,0.18846938014030457,0.07833429425954819,0.36494913697242737,0.15995678305625916
34071_0023_A_219	0.015740061178803444,0.05467718094587326,0.011315667070448399,0.2775146961212158,0.03857193887233734,0.14829875528812408
34071_0023_A_220	0.008995559066534042,0.015031850896775723,0.02740040048956871,0.16767650842666626,0.12448222935199738,0.4788479804992676
34071_0023_A_221	0.012695329263806343,0.03971406817436218,0.018518539145588875,0.15799063444137573,0.14464788138866425,0.2713688611984253
34071_0023_A_222	0.007180154323577881,0.04530240222811699,0.05048657953739166,0.10974937677383423,0.09193957597017288,0.21773743629455566
34071_0023_A_223	0.010928948409855366,0.025311127305030823,0.008071694523096085,0.09598182141780853,0.0901862159371376,0.46415066719055176
34071_0023_A_224	0.031251460313797,0.05048179626464844,0.05573649704456329,0.05743183195590973,0.12130311131477356,0.594346284866333
34071_0024_A_226	0.016872286796569824,0.01895800046622753,0.006087962072342634,1.3440464735031128,0.03775555640459061,0.07821015268564224
34071_0024_A_229	0.21024399995803833,0.024097315967082977,0.008124954998493195,0.36159780621528625,0.15568339824676514,0.43993574380874634
34071_0025_A_232	0.03230735659599304,0.030459333211183548,0.07439828664064407,0.03851836174726486,0.16662397980690002,0.11542882025241852
34071_0024_A_230	0.009738418273627758,0.015879712998867035,2.006174087524414,0.03955424576997757,0.07852696627378464,0.21261349320411682
34071_0025_A_233	0.02616334706544876,0.01983242854475975,0.005991939455270767,0.1139661893248558,0.018803495913743973,0.09309003502130508
34071_0025_A_234	0.013313936069607735,0.09570460021495819,0.018657298758625984,0.06527765095233917,0.015048233792185783,0.027469098567962646
34071_0026_A_235	0.3176453113555908,0.020748838782310486,0.004560715053230524,0.002637045457959175,0.009113375097513199,0.049386899918317795
34071_0026_A_236	0.2845710813999176,0.019742336124181747,0.005537386983633041,0.0026200306601822376,0.006233477499336004,0.051113929599523544
34071_0026_A_237	0.009499941021203995,0.03334246203303337,0.02691859006881714,0.025777442380785942,0.023730706423521042,0.03597642853856087
34071_0026_A_238	0.021041622385382652,0.02335856668651104,0.0037315059453248978,0.366179883480072,0.012890247628092766,0.2304975986480713
34071_0026_A_239	0.02518475241959095,0.07609160989522934,0.010734147392213345,0.02561328187584877,0.012799056246876717,0.32890668511390686
34071_0026_A_240	0.013738295063376427,0.035736847668886185,0.06354163587093353,0.06221408396959305,0.07424889504909515,0.3123265504837036
